Class,Method,Inferred Type,Original Type,Source Code,Comments
Object,has_permission?,({ Object#has_permission? arg: permission }) -> (false or true),(String) -> (false or true),"def has_permission?(permission)
  return false unless current_user

  if @user_permissions.nil?
    @user_permissions = DASHBOARD_DB[:user_permissions].where(user_id: current_user_id).pluck(:permission)
  end
  @user_permissions.include? permission
end","# @param [String] permission - Name of the permission we're interested in
# @returns [Boolean] true if the current user has the specified dashboard permission
"
Object,current_user,"() -> { id: Integer, studio_person_id: Integer, email: String, parent_email: String, encrypted_password: String, reset_password_token: String, reset_password_sent_at: (DateTime or Time), remember_created_at: (DateTime or Time), sign_in_count: Integer, current_sign_in_at: (DateTime or Time), last_sign_in_at: (DateTime or Time), current_sign_in_ip: String, last_sign_in_ip: String, created_at: (DateTime or Time), updated_at: (DateTime or Time), username: String, provider: String, uid: String, admin: (false or true), gender: String, name: String, locale: String, birthday: Date, user_type: String, school: String, full_address: String, school_info_id: Integer, total_lines: Integer, secret_picture_id: Integer, active: (false or true), hashed_email: String, deleted_at: (DateTime or Time), purged_at: (DateTime or Time), secret_words: String, properties: String, invitation_token: String, invitation_created_at: (DateTime or Time), invitation_sent_at: (DateTime or Time), invitation_accepted_at: (DateTime or Time), invitation_limit: Integer, invited_by_id: Integer, invited_by_type: String, invitations_count: Integer, terms_of_service_version: Integer, urm: (false or true), races: String, primary_contact_info_id: Integer }",() -> User,"def current_user
  nil if current_user_id.nil?
  @dashboard_user ||= DASHBOARD_DB[:users][id: current_user_id]
end","# @returns [User] the dashboard user associated with the current request.
"
Object,get_user_sharing_disabled,(Integer) -> (false or true),(Integer) -> (false or true),"def get_user_sharing_disabled(user_id)
  user_properties = DASHBOARD_DB[:users].select(:properties).first(id: user_id)
  return false unless user_properties
  get_sharing_disabled_from_properties(user_properties[:properties])
end","# Returns the sharing_disabled property of a user with a given user_id,
# always defaulting sharing to enabled.
"
[s]DashboardStudent,fetch_user_students,"(Integer) -> Array<{ id: Integer, user_id: Integer, name: String, created_at: (DateTime or Time), updated_at: (DateTime or Time), code: String, script_id: Integer, course_id: Integer, grade: String, login_type: String, deleted_at: (DateTime or Time), stage_extras: (false or true), section_type: String, first_activity_at: (DateTime or Time), pairing_allowed: (false or true), sharing_disabled: (false or true), hidden: (false or true), student_user_id: Integer, section_id: Integer, studio_person_id: Integer, email: String, parent_email: String, encrypted_password: String, reset_password_token: String, reset_password_sent_at: (DateTime or Time), remember_created_at: (DateTime or Time), sign_in_count: Integer, current_sign_in_at: (DateTime or Time), last_sign_in_at: (DateTime or Time), current_sign_in_ip: String, last_sign_in_ip: String, username: String, provider: String, uid: String, admin: (false or true), gender: String, locale: String, birthday: Date, user_type: String, school: String, full_address: String, school_info_id: Integer, total_lines: Integer, secret_picture_id: Integer, active: (false or true), hashed_email: String, purged_at: (DateTime or Time), secret_words: String, properties: String, invitation_token: String, invitation_created_at: (DateTime or Time), invitation_sent_at: (DateTime or Time), invitation_accepted_at: (DateTime or Time), invitation_limit: Integer, invited_by_id: Integer, invited_by_type: String, invitations_count: Integer, terms_of_service_version: Integer, urm: (false or true), races: String, primary_contact_info_id: Integer }>","(Integer) -> Array<{ gender: String, user_type: String, hashed_email: String, secret_words: String, total_lines: Integer, birthday: Date, email: String, username: String, name: String, id: Integer }>","def self.fetch_user_students(user_id)
    Dashboard.db[:sections].
      join(:followers, section_id: :sections__id).
      join(:users, id: :followers__student_user_id).
      where(sections__user_id: user_id, sections__deleted_at: nil).
      where(followers__deleted_at: nil).
      where(users__deleted_at: nil).
      select(*fields).
      all
  end","# Returns all users who are followers of the user with ID user_id.
"
[s]DashboardStudent,fields,() -> Array<(:users__birthday___birthday or :users__email___email or :users__gender___gender or :users__hashed_email___hashed_email or :users__id___id or :users__name___name or :users__secret_words___secret_words or :users__total_lines___total_lines or :users__user_type___user_type or :users__username___username)>,"() -> [:users__id___id, :users__name___name, :users__username___username, :users__email___email, :users__hashed_email___hashed_email, :users__user_type___user_type, :users__gender___gender, :users__birthday___birthday, :users__total_lines___total_lines, :users__secret_words___secret_words]","def self.fields
    [
      :users__id___id,
      :users__name___name,
      :users__username___username,
      :users__email___email,
      :users__hashed_email___hashed_email,
      :users__user_type___user_type,
      :users__gender___gender,
      :users__birthday___birthday,
      :users__total_lines___total_lines,
      :users__secret_words___secret_words
    ]
  end",""
[s]DashboardSection,fields,() -> Array<(:sections__code___code or :sections__course_id___course_id or :sections__grade___grade or :sections__hidden___hidden or :sections__id___id or :sections__login_type___login_type or :sections__name___name or :sections__pairing_allowed___pairing_allowed or :sections__script_id___script_id or :sections__sharing_disabled___sharing_disabled or :sections__stage_extras___stage_extras or :sections__user_id___teacher_id)>,"() -> [:sections__id___id, :sections__name___name, :sections__code___code, :sections__stage_extras___stage_extras, :sections__pairing_allowed___pairing_allowed, :sections__login_type___login_type, :sections__sharing_disabled___sharing_disabled, :sections__hidden___hidden, :sections__grade___grade, :sections__script_id___script_id, :sections__course_id___course_id, :sections__user_id___teacher_id]","def self.fields
    [
      :sections__id___id,
      :sections__name___name,
      :sections__code___code,
      :sections__stage_extras___stage_extras,
      :sections__pairing_allowed___pairing_allowed,
      :sections__login_type___login_type,
      :sections__sharing_disabled___sharing_disabled,
      :sections__hidden___hidden,
      :sections__grade___grade,
      :sections__script_id___script_id,
      :sections__course_id___course_id,
      :sections__user_id___teacher_id
    ]
  end",""
[s]DashboardStudent,random_secrets,"() -> Hash<Symbol, ({ [s]DashboardStudent#random_secret_picture_id ret: ret } or { [s]DashboardStudent#random_secret_words ret: ret })>","() -> { secret_picture_id: Integer, secret_words: String }","def self.random_secrets
    {
      secret_picture_id: random_secret_picture_id,
      secret_words: random_secret_words
    }
  end",""
[s]DashboardStudent,fetch_if_allowed,"(Integer, Integer) -> { id: Integer, studio_person_id: Integer, email: String, parent_email: String, encrypted_password: String, reset_password_token: String, reset_password_sent_at: (DateTime or Time), remember_created_at: (DateTime or Time), sign_in_count: Integer, current_sign_in_at: (DateTime or Time), last_sign_in_at: (DateTime or Time), current_sign_in_ip: String, last_sign_in_ip: String, created_at: (DateTime or Time), updated_at: (DateTime or Time), username: String, provider: String, uid: String, admin: (false or true), gender: String, name: String, locale: String, birthday: Date, user_type: String, school: String, full_address: String, school_info_id: Integer, total_lines: Integer, secret_picture_id: Integer, active: (false or true), hashed_email: String, deleted_at: (DateTime or Time), purged_at: (DateTime or Time), secret_words: String, properties: String, invitation_token: String, invitation_created_at: (DateTime or Time), invitation_sent_at: (DateTime or Time), invitation_accepted_at: (DateTime or Time), invitation_limit: Integer, invited_by_id: Integer, invited_by_type: String, invitations_count: Integer, terms_of_service_version: Integer, urm: (false or true), races: String, primary_contact_info_id: Integer, path: String, age: { [s]DashboardStudent#birthday_to_age ret: ret } }","(Integer, Integer) -> { id: Integer, studio_person_id: Integer, email: String, parent_email: String, encrypted_password: String, reset_password_token: String, reset_password_sent_at: (DateTime or Time), remember_created_at: (DateTime or Time), sign_in_count: Integer, current_sign_in_at: (DateTime or Time), last_sign_in_at: (DateTime or Time), current_sign_in_ip: String, last_sign_in_ip: String, created_at: (DateTime or Time), updated_at: (DateTime or Time), username: String, provider: String, uid: String, admin: (false or true), gender: String, name: String, locale: String, birthday: Date, user_type: String, school: String, full_address: String, school_info_id: Integer, total_lines: Integer, secret_picture_id: Integer, active: (false or true), hashed_email: String, deleted_at: (DateTime or Time), purged_at: (DateTime or Time), secret_words: String, properties: String, invitation_token: String, invitation_created_at: (DateTime or Time), invitation_sent_at: (DateTime or Time), invitation_accepted_at: (DateTime or Time), invitation_limit: Integer, invited_by_id: Integer, invited_by_type: String, invitations_count: Integer, terms_of_service_version: Integer, urm: (false or true), races: String, primary_contact_info_id: Integer, path: String, age: (Integer or String) }","def self.fetch_if_allowed(id, dashboard_user_id)
    user = Dashboard::User.get(dashboard_user_id)
    return unless user && (user.followed_by?(id) || user.admin?)

    row = Dashboard.db[:users].
      where(users__id: id, users__deleted_at: nil).
      left_outer_join(:secret_pictures, id: :secret_picture_id).
      select(*fields,
        :secret_pictures__name___secret_picture_name,
        :secret_pictures__path___secret_picture_path,
      ).
      server(:default).
      first

    return if row.nil?

    row.merge(age: birthday_to_age(row[:birthday]))
  end","# @param ids [Integer] the ID to fetch.
# @param dashboard_user_id [Integer] the ID of the user doing the fetching.
# @returns [Hash | nil] a hash (representing the requested user) or nil (if
#   the requested user does not exist or is accessible by dashboard_user_id).
"
[s]DashboardStudent,random_secret_picture_id,() -> Integer,() -> Integer,"def self.random_secret_picture_id
    SecureRandom.random_number(Dashboard.db[:secret_pictures].count) + 1
  end",""
[s]DashboardStudent,update_if_allowed,"({ id: (Array<Integer> or Integer), name: [ nil_or_empty?: () -> { { { [s]DashboardStudent#update_if_allowed arg: params }#[] ret: ret }#nil_or_empty? ret: ret } ], password: [ nil_or_empty?: () -> { { { [s]DashboardStudent#update_if_allowed arg: params }#[] ret: ret }#nil_or_empty? ret: ret } ], gender: { { [s]DashboardStudent#update_if_allowed arg: params }#[] ret: ret }, age: ([ *: (365) -> { { [s]DashboardStudent#age_to_birthday arg: age }#* ret: ret } ] and [ ==: (0) -> { { [s]DashboardStudent#age_to_birthday arg: age }#== ret: ret } ] and [ to_i: () -> Integer ]), secrets: [ to_s: () -> String ] }, Integer) -> { id: Integer, studio_person_id: Integer, email: String, parent_email: String, encrypted_password: String, reset_password_token: String, reset_password_sent_at: (DateTime or Time), remember_created_at: (DateTime or Time), sign_in_count: Integer, current_sign_in_at: (DateTime or Time), last_sign_in_at: (DateTime or Time), current_sign_in_ip: String, last_sign_in_ip: String, created_at: (DateTime or Time), updated_at: (DateTime or Time), username: String, provider: String, uid: String, admin: (false or true), gender: String, name: String, locale: String, birthday: Date, user_type: String, school: String, full_address: String, school_info_id: Integer, total_lines: Integer, secret_picture_id: Integer, active: (false or true), hashed_email: String, deleted_at: (DateTime or Time), purged_at: (DateTime or Time), secret_words: String, properties: String, invitation_token: String, invitation_created_at: (DateTime or Time), invitation_sent_at: (DateTime or Time), invitation_accepted_at: (DateTime or Time), invitation_limit: Integer, invited_by_id: Integer, invited_by_type: String, invitations_count: Integer, terms_of_service_version: Integer, urm: (false or true), races: String, primary_contact_info_id: Integer, path: String, age: { [s]DashboardStudent#birthday_to_age ret: ret } }","(Integer, { id: Integer, name: String, age: Integer, password: String, gender: String, secrets: String }) -> { id: Integer, studio_person_id: Integer, email: String, parent_email: String, encrypted_password: String, reset_password_token: String, reset_password_sent_at: (DateTime or Time), remember_created_at: (DateTime or Time), sign_in_count: Integer, current_sign_in_at: (DateTime or Time), last_sign_in_at: (DateTime or Time), current_sign_in_ip: String, last_sign_in_ip: String, created_at: (DateTime or Time), updated_at: (DateTime or Time), username: String, provider: String, uid: String, admin: (false or true), gender: String, name: String, locale: String, birthday: Date, user_type: String, school: String, full_address: String, school_info_id: Integer, total_lines: Integer, secret_picture_id: Integer, active: (false or true), hashed_email: String, deleted_at: (DateTime or Time), purged_at: (DateTime or Time), secret_words: String, properties: String, invitation_token: String, invitation_created_at: (DateTime or Time), invitation_sent_at: (DateTime or Time), invitation_accepted_at: (DateTime or Time), invitation_limit: Integer, invited_by_id: Integer, invited_by_type: String, invitations_count: Integer, terms_of_service_version: Integer, urm: (false or true), races: String, primary_contact_info_id: Integer, path: String, age: (Integer or String) }","def self.update_if_allowed(params, dashboard_user_id)
    user_to_update = Dashboard.db[:users].where(id: params[:id], deleted_at: nil)
    return if user_to_update.empty?
    return if Dashboard.db[:sections].
      join(:followers, section_id: :sections__id).
      where(sections__user_id: dashboard_user_id, sections__deleted_at: nil).
      where(followers__student_user_id: params[:id], followers__deleted_at: nil).
      empty?

    fields = {updated_at: DateTime.now}
    fields[:name] = params[:name] unless params[:name].nil_or_empty?
    fields[:encrypted_password] = encrypt_password(params[:password]) unless params[:password].nil_or_empty?
    fields[:gender] = params[:gender] if valid_gender?(params[:gender])
    fields[:birthday] = age_to_birthday(params[:age]) if age_to_birthday(params[:age])
    # TODO: Only save birthday if age changed.
    fields.merge!(random_secrets) if params[:secrets].to_s == 'reset'

    rows_updated = user_to_update.update(fields)
    return nil unless rows_updated > 0

    fetch_if_allowed(params[:id], dashboard_user_id)
  end",""
[s]DashboardSection,update_if_owner,"({ id: (Array<Integer> or Integer), user: { { [s]DashboardSection#update_if_owner arg: params }#[] ret: ret }, name: [ nil_or_empty?: () -> { { { [s]DashboardSection#update_if_owner arg: params }#[] ret: ret }#nil_or_empty? ret: ret } ], login_type: { { [s]DashboardSection#update_if_owner arg: params }#[] ret: ret }, grade: { { [s]DashboardSection#update_if_owner arg: params }#[] ret: ret }, stage_extras: (false or true), pairing_allowed: (false or true), hidden: [ nil?: () -> { { { [s]DashboardSection#update_if_owner arg: params }#[] ret: ret }#nil? ret: ret } ], course_id: { { [s]DashboardSection#update_if_owner arg: params }#[] ret: ret }, script: { { [s]DashboardSection#update_if_owner arg: params }#[] ret: ret }, script_id: [ !: () -> { { { [s]DashboardSection#update_if_owner arg: params }#[] ret: ret }#! ret: ret } ] }) -> DashboardSection","({ id: Integer, user: ({ id: Integer, email: String, encrypted_password: String, reset_password_token: String, reset_password_sent_at: (DateTime or Time), remember_created_at: (DateTime or Time), sign_in_count: Integer, current_sign_in_at: (DateTime or Time), last_sign_in_at: (DateTime or Time), current_sign_in_ip: String, last_sign_in_ip: String, created_at: (DateTime or Time), updated_at: (DateTime or Time), username: String, provider: String, uid: String, admin: (false or true), gender: String, name: String, language: String, birthday: Date, parent_email: String, deleted_at: (DateTime or Time), hashed_email: String, properties: String, user_type: String, school: String, full_address: String, address: String, city: String, state: String, zip: String, lat: Float, lon: Float, total_lines: Integer, secret_words: String, secret_picture_id: Integer, secret_word_1_id: Integer, secret_word_2_id: Integer } or { id: Integer, studio_person_id: Integer, email: String, parent_email: String, encrypted_password: String, reset_password_token: String, reset_password_sent_at: (DateTime or Time), remember_created_at: (DateTime or Time), sign_in_count: Integer, current_sign_in_at: (DateTime or Time), last_sign_in_at: (DateTime or Time), current_sign_in_ip: String, last_sign_in_ip: String, created_at: (DateTime or Time), updated_at: (DateTime or Time), username: String, provider: String, uid: String, admin: (false or true), gender: String, name: String, locale: String, birthday: Date, user_type: String, school: String, full_address: String, school_info_id: Integer, total_lines: Integer, secret_picture_id: Integer, active: (false or true), hashed_email: String, deleted_at: (DateTime or Time), purged_at: (DateTime or Time), secret_words: String, properties: String, invitation_token: String, invitation_created_at: (DateTime or Time), invitation_sent_at: (DateTime or Time), invitation_accepted_at: (DateTime or Time), invitation_limit: Integer, invited_by_id: Integer, invited_by_type: String, invitations_count: Integer, terms_of_service_version: Integer, urm: (false or true), races: String, primary_contact_info_id: Integer }), name: String, login_type: String, stage_extras: (false or true), hidden: (false or true), course_id: Integer, script: { id: Integer }, grade: String, pairing_allowed: (false or true) }) -> DashboardSection","def self.update_if_owner(params)
    section_id = params[:id]
    return nil unless params[:user] && params[:user][:user_type] == 'teacher'
    user_id = params[:user][:id]

    fields = {updated_at: DateTime.now}
    fields[:name] = params[:name] unless params[:name].nil_or_empty?
    fields[:login_type] = params[:login_type] if valid_login_type?(params[:login_type])
    fields[:grade] = params[:grade] if valid_grade?(params[:grade])
    fields[:stage_extras] = params[:stage_extras]
    fields[:pairing_allowed] = params[:pairing_allowed]
    fields[:hidden] = params[:hidden] unless params[:hidden].nil?

    if params[:course_id] && valid_course_id?(params[:course_id])
      fields[:course_id] = params[:course_id].to_i
      # explicitly clear script_id (unless we're also passed in a valid script id
      # as a param
      fields[:script_id] = nil
    else
      # If no valid course_id provided, make sure we clear any existing course_id
      fields[:course_id] = nil
    end

    if params[:script] && valid_script_id?(params[:script][:id], user_id)
      fields[:script_id] = params[:script][:id].to_i
      DashboardUserScript.assign_script_to_section(fields[:script_id], section_id)
      DashboardUserScript.assign_script_to_user(fields[:script_id], user_id)
    elsif !params[:course_id] && !params[:script_id]
      # If a null course (no choice or decide later) is chosen, then update the course and script to be nil
      fields[:course_id] = nil
      fields[:script_id] = nil
    end

    rows_updated = Dashboard.db[:sections].
      where(id: section_id, user_id: user_id, deleted_at: nil).
      update(fields)
    return nil unless rows_updated > 0

    fetch_if_allowed(section_id, user_id)
  end",""
[s]DashboardUserScript,assign_script_to_user,"(Integer, Integer) -> Integer","(Integer, Integer) -> Integer","def self.assign_script_to_user(script_id, user_id)
    time_now = Time.now
    existing = Dashboard.db[:user_scripts].where(user_id: user_id, script_id: script_id).first
    if existing
      return if existing[:assigned_at]
      Dashboard.db[:user_scripts].where(user_id: user_id, script_id: script_id).update(
        updated_at: time_now,
        assigned_at: time_now
      )
    else
      Dashboard.db[:user_scripts].insert(
        user_id: user_id,
        script_id: script_id,
        created_at: time_now,
        updated_at: time_now,
        assigned_at: time_now
      )
    end
  end","# Assigns a script to the user via user_scripts, creating a new user_scripts object if necessary.
# The method noops if a user_scripts already exists with assigned_at set.
# @param script_id [Integer] The dashboard ID of the script.
# @param user_id [Integer] The dashboard ID of the user.
"
[s]DashboardUserScript,assign_script_to_users,"(Integer, Array<Integer>) -> Array<String>","(Integer, Array<Integer>) -> Array<String>","def self.assign_script_to_users(script_id, user_ids)
    # NOTE: This method could be more simply written by iterating over user_ids, calling
    # DashboardUserScript#assign_script_to_user for each. This (more complex) approach is used for
    # its better DB performance.
    return if user_ids.empty?

    time_now = Time.now
    all_existing = Dashboard.db[:user_scripts].where(user_id: user_ids, script_id: script_id)
    all_existing_user_ids = all_existing.map {|user_script| user_script[:user_id]}

    missing_assigned_at = []
    all_existing.each do |existing|
      missing_assigned_at << existing[:id] unless existing[:assigned_at]
    end
    Dashboard.db[:user_scripts].where(id: missing_assigned_at).update(
      updated_at: time_now,
      assigned_at: time_now
    )
    missing_user_scripts = user_ids.select {|user_id| !all_existing_user_ids.include? user_id}
    return if missing_user_scripts.empty?
    Dashboard.db[:user_scripts].
      import(
        [:user_id, :script_id, :created_at, :updated_at, :assigned_at],
        RDL.type_cast(missing_user_scripts.zip(
          [script_id] * missing_user_scripts.count,
          [time_now] * missing_user_scripts.count,
          [time_now] * missing_user_scripts.count,
          [time_now] * missing_user_scripts.count
      ), ""Array<[Integer, Integer, Time, Time, Time]>"")
      )
  end","# Assigns a script to a set of users via user_scripts, creating new user_scripts objects if
# necessary. The method noops for those user_scripts that already exist with assigned_at set.
# WARNING: This method does not verify that the users exist (aren't deleted).
"
[s]DashboardUserScript,assign_script_to_section,"(Integer, (Array<Integer> or Integer)) -> Array<String>","(Integer, Integer) -> Array<String>","def self.assign_script_to_section(script_id, section_id)
    student_user_ids = Dashboard.db[:followers].
      select(:student_user_id).
      where(section_id: section_id, deleted_at: nil).
      map {|f| f[:student_user_id]}
    DashboardUserScript.assign_script_to_users(script_id, student_user_ids)
  end","# Assigns a script to all users enrolled in the section, creating a new user_scripts object if
# necessary. The method noops for those user_scripts that already exist with assigned_at set.
# WARNING: This method does not verify that the section and student_users exist (aren't deleted).
"
[s]DashboardSection,fetch_if_allowed,"((Array<Integer> or Integer), Integer) -> DashboardSection","(Integer, Integer) -> DashboardSection","def self.fetch_if_allowed(id, user_id)
    # TODO: Allow caller to specify fields that they want because the
    # joins are getting a bit out of control (eg. you don't want to
    # get all the students passwords when we get the list of sections).

    return nil unless row = Dashboard.db[:sections].
      join(:users, id: :user_id).
      where(sections__id: id, sections__deleted_at: nil).
      select(*fields).
      first

    section = new(row)
    return section if section.member?(user_id) || Dashboard.admin?(user_id)
    nil
  end",""
[s]DashboardSection,fetch_student_sections,"(Integer) -> Array<{ id: { { DashboardSection# var: @row }#[] ret: ret }, location: String, name: { { DashboardSection# var: @row }#[] ret: ret }, login_type: { { DashboardSection# var: @row }#[] ret: ret }, grade: { { DashboardSection# var: @row }#[] ret: ret }, code: { { DashboardSection# var: @row }#[] ret: ret }, stage_extras: { { DashboardSection# var: @row }#[] ret: ret }, pairing_allowed: { { DashboardSection# var: @row }#[] ret: ret }, hidden: { { DashboardSection# var: @row }#[] ret: ret } }>","(Integer) -> Array<{ id: Integer, location: String, name: String, login_type: String, grade: String, code: String, stage_extras: (false or true), pairing_allowed: (false or true), hidden: (false or true) }>","def self.fetch_student_sections(student_id)
    return if student_id.nil?

    Dashboard.db[:sections].
      select(*fields).
      join(:followers, section_id: :id).
      join(:users, id: :student_user_id).
      where(student_user_id: student_id).
      where(sections__deleted_at: nil, followers__deleted_at: nil).
      map {|row| new(row).to_member_hash}
  end",""
DashboardSection,add_student,"(([ []: (:birthday) -> { { [s]DashboardStudent#create arg: params }#[] ret: ret } ] and [ []: (:sharing_disabled) -> { { [s]DashboardStudent#create arg: params }#[] ret: ret } ] and { id: Integer, admin: { { DashboardSection#add_student arg: student }#[] ret: ret }, name: [ to_s: () -> String ], gender: { { [s]DashboardStudent#create arg: params }#[] ret: ret }, age: ([ *: (365) -> { { [s]DashboardStudent#age_to_birthday arg: age }#* ret: ret } ] and [ ==: (0) -> { { [s]DashboardStudent#age_to_birthday arg: age }#== ret: ret } ] and [ to_i: () -> Integer ]), birthday: { { [s]DashboardStudent#create arg: params }#[] ret: ret }, sharing_disabled: [ !: () -> { { { [s]DashboardStudent#create arg: params }#[] ret: ret }#! ret: ret } ] })) -> Integer","({ name: String, age: Integer, gender: String, birthday: Date, sharing_disabled: (false or true), id: Integer, admin: (false or true) }) -> Integer","def add_student(student)
    student_id = student[:id] || DashboardStudent.create(student)
    return nil unless student_id
    return nil if student[:admin]

    time_now = DateTime.now

    existing_follower = Dashboard.db[:followers].where(section_id: @row[:id], student_user_id: student_id).first
    if existing_follower
      Dashboard.db[:followers].where(id: existing_follower[:id]).update(deleted_at: nil, updated_at: time_now)
      return student_id
    end

    Dashboard.db[:followers].insert(
      {
        section_id: @row[:id],
        student_user_id: student_id,
        created_at: time_now,
        updated_at: time_now
      }
    )
    student_id
  end",""
DashboardSection,add_students,([ map: () {({ { DashboardSection#add_students arg: students }#map block_arg: i }) -> { { DashboardSection#add_students arg: students }#map block_ret: block_ret }} -> { { DashboardSection#add_students arg: students }#map ret: ret } ]) -> { DashboardSection#add_students ret: ret },"(Array<{ name: String, age: Integer, gender: String, birthday: Date, sharing_disabled: (false or true), id: Integer, admin: (false or true) }>) -> Array<Integer>","def add_students(students)
    student_ids = students.map {|i| add_student(i)}.compact
    DashboardUserScript.assign_script_to_users(@row[:script_id], student_ids) if @row[:script_id] && !student_ids.blank?
    return student_ids
  end",""
DashboardSection,remove_student,(Integer) -> (false or true),(Integer) -> (false or true),"def remove_student(student_id)
    # BUGBUG: Need to detect ""sponsored"" accounts and disallow delete.

    rows_deleted = Dashboard.db[:followers].
      where(section_id: @row[:id], student_user_id: student_id, deleted_at: nil).
      update(deleted_at: DateTime.now)
    rows_deleted > 0
  end","# @param student_id [Integer] The user ID of the student to unenroll.
# @return [Boolean] Whether the student's enrollment was removed.
"
[s]DashboardStudent,create,(([ []: (:age) -> { { [s]DashboardStudent#create arg: params }#[] ret: ret } ] and [ []: (:birthday) -> { { [s]DashboardStudent#create arg: params }#[] ret: ret } ] and [ []: (:gender) -> { { [s]DashboardStudent#create arg: params }#[] ret: ret } ] and [ []: (:name) -> { { [s]DashboardStudent#create arg: params }#[] ret: ret } ] and [ []: (:sharing_disabled) -> { { [s]DashboardStudent#create arg: params }#[] ret: ret } ])) -> Integer,"({ name: String, age: Integer, gender: String, birthday: Date, sharing_disabled: (false or true), id: Integer, admin: (false or true) }) -> Integer","def self.create(params)
    name = !params[:name].to_s.empty? ? params[:name].to_s : 'New Student'
    gender = valid_gender?(params[:gender]) ? params[:gender] : nil
    birthday = age_to_birthday(params[:age]) ?
      age_to_birthday(params[:age]) : params[:birthday]
    sharing_disabled = !!params[:sharing_disabled]
    created_at = DateTime.now

    row = Dashboard.db[:users].insert(
      {
        name: name,
        user_type: 'student',
        provider: 'sponsored',
        gender: gender,
        properties: {sharing_disabled: sharing_disabled}.to_json,
        birthday: birthday,
        created_at: created_at,
        updated_at: created_at,
        username: UserHelpers.generate_username(Dashboard.db[:users], name)
      }.merge(random_secrets)
    )
    return nil unless row

    row
  end",""
[s]DashboardCourseExperiments,course_experiments,() -> Array<String>,() -> Array<String>,"def self.course_experiments
    @@course_experiments ||= Dashboard.db[:course_scripts].
      exclude(experiment_name: nil).
      all.
      map {|cs| cs[:experiment_name]}
  end",""
